Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
1622,1622,"public void METHOD_1 ( TYPE_1 error ) { TYPE_2 . METHOD_2 ( VAR_1 , error . METHOD_3 ( ) , error . METHOD_4 ( ) ) ; VAR_2 . METHOD_5 ( false ) ; }","public void METHOD_1 ( TYPE_1 error ) { TYPE_2 . METHOD_2 ( VAR_1 , error . METHOD_3 ( ) , error . METHOD_4 ( ) ) ; }","['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",1850,['Delete Invocation'],"['TypeAccess', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1623,1623,public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; this . VAR_1 = null ; } VAR_2 = null ; VAR_3 . METHOD_3 ( ) ; },public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; this . VAR_1 = null ; } VAR_2 = null ; },"['Delete TypeAccess', 'Delete Invocation']",1852,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1624,1624,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , ( STRING_1 + ( this . toString ( ) ) ) ) ; VAR_2 . METHOD_3 ( ) ; VAR_3 = false ; METHOD_4 ( ) ; super . METHOD_1 ( ) ; }","public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , ( STRING_1 + ( this . toString ( ) ) ) ) ; VAR_2 . METHOD_3 ( ) ; VAR_3 = false ; super . METHOD_1 ( ) ; }",['Delete Invocation'],1853,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1625,1625,public void METHOD_1 ( TYPE_1 event ) { if ( ( event . METHOD_2 ( ) ) == true ) { VAR_1 . info ( STRING_1 ) ; TYPE_2 . METHOD_3 ( ( ) - > VAR_2 . METHOD_4 ( ) ) ; } },public void METHOD_1 ( TYPE_1 event ) { if ( ( event . METHOD_2 ( ) ) == true ) { VAR_1 . info ( STRING_1 ) ; TYPE_2 . METHOD_3 ( ) ; } },"['Insert If', 'Insert BinaryOperator', 'Insert Block', 'Insert Invocation', 'Insert Literal', 'Move Invocation', 'Insert Invocation', 'Insert VariableRead', 'Insert TypeAccess']",1854,['Delete Invocation'],"['If', 'BinaryOperator', 'Block', 'Invocation', 'Literal', 'Invocation', 'Invocation', 'VariableRead', 'TypeAccess']",['Invocation'],GPT Missed Nodes,0.14285714285714285,0.0,0.0,0.0,0,1,9
1626,1626,"protected void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) ; VAR_2 = new TYPE_2 ( VAR_1 , VAR_3 , VAR_4 ) ; VAR_2 . METHOD_3 ( ) ; }","protected void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) ; VAR_2 = new TYPE_2 ( VAR_1 , VAR_3 , VAR_4 ) ; }","['Delete TypeAccess', 'Delete Invocation']",1855,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1627,1627,public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( VAR_2 ) ; } METHOD_3 ( ) ; },public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( VAR_2 ) ; } },['Delete Invocation'],1856,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1628,1628,public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; },public void METHOD_1 ( TYPE_1 < TYPE_2 > VAR_1 ) { },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",1858,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
1629,1629,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = INT_1 ; TYPE_2 . METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = INT_1 ; },"['Delete TypeAccess', 'Delete Invocation']",1859,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1630,1630,public void METHOD_1 ( ) { VAR_1 . setText ( VAR_2 ) ; VAR_3 . setText ( VAR_4 ) ; METHOD_2 ( ) ; },public void METHOD_1 ( ) { VAR_1 . setText ( VAR_2 ) ; VAR_3 . setText ( VAR_4 ) ; },['Delete Invocation'],1860,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1631,1631,public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_1 ( VAR_2 ) ; VAR_1 . METHOD_2 ( true ) ; },public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_1 . METHOD_2 ( true ) ; },"['Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",1863,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1632,1632,protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } if ( ( VAR_2 ) != null ) { VAR_2 . METHOD_2 ( ) ; } },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } },"['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",1864,['Delete Invocation'],"['FieldRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.14285714285714285,1.0,0.14285714285714285,0.25,1,0,6
1633,1633,"public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.Boolean VAR_3 ) { TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , VAR_3 , this ) ; }","public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.Boolean VAR_3 ) { TYPE_1 . METHOD_2 ( VAR_1 , VAR_2 , VAR_3 ) ; }",['Delete ThisAccess'],1865,['Delete VariableRead'],['ThisAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
1634,1634,"public TYPE_1 METHOD_1 ( ) { METHOD_2 ( ) ; TYPE_1 VAR_1 = new TYPE_1 ( this , VAR_2 , false , 0 ) ; return VAR_1 ; }","public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( this , VAR_2 , false , 0 ) ; return VAR_1 ; }",['Delete Invocation'],1867,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1635,1635,"public void METHOD_1 ( int VAR_1 , TYPE_1 [ ] VAR_2 , java.lang.String VAR_3 , java.lang.Throwable VAR_4 ) { super . METHOD_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; TYPE_2 . METHOD_2 ( STRING_1 , VAR_3 ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; }","public void METHOD_1 ( int VAR_1 , TYPE_1 [ ] VAR_2 , java.lang.String VAR_3 , java.lang.Throwable VAR_4 ) { super . METHOD_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 ) ; TYPE_2 . METHOD_2 ( STRING_1 , VAR_3 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1869,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
1636,1636,"public void METHOD_1 ( ) { names . METHOD_2 ( 0 , TYPE_1 . METHOD_3 ( VAR_1 ) ) ; names . METHOD_2 ( INT_1 , TYPE_1 . METHOD_4 ( VAR_1 ) ) ; names . METHOD_1 ( ) ; }","public void METHOD_1 ( ) { names . METHOD_2 ( 0 , VAR_1 ) ; names . METHOD_1 ( ) ; }","['Move TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",1870,"['Delete Invocation', 'Delete TypeAccess']","['TypeAccess', 'TypeAccess', 'Invocation', 'FieldRead', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']","['Invocation', 'TypeAccess']",GPT Missed Nodes,0.6666666666666666,1.0,0.2222222222222222,0.3636363636363636,2,0,7
1637,1637,"public void METHOD_1 ( ) { METHOD_2 ( true ) ; METHOD_3 ( STRING_1 , false ) ; VAR_1 . METHOD_4 ( ) ; }","public void METHOD_1 ( ) { METHOD_2 ( true ) ; METHOD_3 ( STRING_1 , false ) ; }","['Delete TypeAccess', 'Delete Invocation']",1871,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1638,1638,public void METHOD_1 ( TYPE_1 VAR_1 ) throws java.io.IOException { file . METHOD_2 ( VAR_2 . length ( ) ) ; file . METHOD_3 ( ( ( VAR_3 . toString ( ) ) + CHAR_1 ) ) ; METHOD_4 ( ) ; METHOD_5 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) throws java.io.IOException { file . METHOD_2 ( VAR_2 . length ( ) ) ; file . METHOD_3 ( ( ( VAR_3 . toString ( ) ) + CHAR_1 ) ) ; },"['Delete Invocation', 'Delete Invocation']",1872,"['Delete Invocation', 'Delete Invocation']","['Invocation', 'Invocation']","['Invocation', 'Invocation']",Exact Match,1.0,1.0,1.0,1.0,2,0,0
1639,1639,public boolean METHOD_1 ( ) { if ( ( p ) == null ) return false ; return false ; },public boolean METHOD_1 ( ) { if ( ( p ) == null ) return false ; return p . METHOD_1 ( ) ; },"['Insert Invocation', 'Insert FieldRead', 'Delete Literal']",1873,"['Update Return', 'Insert Invocation']","['Invocation', 'FieldRead', 'Literal']","['Return', 'Invocation']",Partial Match,0.25,0.5,0.3333333333333333,0.4,1,1,2
1640,1640,protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( METHOD_3 ( VAR_4 ) ) ) ; METHOD_4 ( ) ; METHOD_5 ( ) ; VAR_3 . METHOD_6 ( this ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_3 = ( ( TYPE_2 ) ( METHOD_3 ( VAR_4 ) ) ) ; METHOD_4 ( ) ; METHOD_5 ( ) ; },"['Delete TypeAccess', 'Delete ThisAccess', 'Delete Invocation']",1874,['Delete Invocation'],"['TypeAccess', 'ThisAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
1641,1641,"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_3 . METHOD_2 ( ) ; java.lang.System.out.println ( STRING_2 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { TYPE_3 . METHOD_2 ( ) ; }","['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",1875,"['Delete Invocation', 'Delete TypeAccess']","['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",GPT Missed Nodes,0.6666666666666666,1.0,0.25,0.4,2,0,6
1642,1642,"protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; VAR_1 . METHOD_3 ( VAR_3 , VAR_4 ) ; VAR_1 . METHOD_4 ( VAR_5 , VAR_6 ) ; }","protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_3 ( VAR_3 , VAR_4 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1877,"['Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']","['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess', 'Invocation', 'Invocation']",GPT Missed Nodes,0.6666666666666666,0.75,0.375,0.5,3,1,5
1643,1643,"public void METHOD_1 ( ) { METHOD_2 ( STRING_1 , STRING_2 , STRING_3 ) ; METHOD_2 ( STRING_4 , STRING_5 , STRING_3 ) ; METHOD_2 ( STRING_6 , STRING_7 , STRING_3 ) ; METHOD_2 ( STRING_6 , STRING_7 , STRING_3 ) ; }","public void METHOD_1 ( ) { METHOD_2 ( STRING_1 , STRING_2 , STRING_3 ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1878,"['Delete Invocation', 'Delete Invocation', 'Delete Invocation']","['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.25,0.4,3,0,9
1644,1644,"public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 , STRING_1 ) ; VAR_2 . METHOD_3 ( VAR_3 ) ; if ( ( listener ) != null ) listener . METHOD_1 ( ) ; }",public void METHOD_1 ( ) { VAR_2 . METHOD_3 ( VAR_3 ) ; if ( ( listener ) != null ) listener . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1879,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
1645,1645,public void METHOD_1 ( ) { TYPE_1 VAR_1 = this . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ( STRING_1 + ( VAR_2 ) ) ) ; VAR_1 . METHOD_3 ( VAR_3 ) ; VAR_1 . METHOD_3 ( METHOD_4 ( ) ) ; METHOD_5 ( ) ; },public void METHOD_1 ( ) { TYPE_1 VAR_1 = this . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( VAR_3 ) ; VAR_1 . METHOD_3 ( METHOD_4 ( ) ) ; METHOD_5 ( ) ; },"['Delete VariableRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation']",1880,['Delete Invocation'],"['VariableRead', 'FieldRead', 'FieldRead', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.2,0.33333333333333337,1,0,4
1646,1646,public void METHOD_1 ( ) throws java.io.IOException { VAR_1 . METHOD_2 ( STRING_1 ) ; if ( ( TYPE_1 ) != null ) { VAR_1 . METHOD_2 ( STRING_2 ) ; TYPE_1 . METHOD_1 ( ) ; VAR_1 . METHOD_2 ( STRING_3 ) ; } },public void METHOD_1 ( ) throws java.io.IOException { VAR_1 . METHOD_2 ( STRING_1 ) ; if ( ( TYPE_1 ) != null ) { TYPE_1 . METHOD_1 ( ) ; } },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1881,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,2,0,4
1647,1647,private boolean METHOD_1 ( int VAR_1 ) { if ( ( this . VAR_2 . get ( VAR_1 ) . isEmpty ( ) ) == true ) { return false ; } return true ; },private boolean METHOD_1 ( int VAR_1 ) { },"['Delete ThisAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If', 'Delete Literal', 'Delete Return']",1883,"['Delete If', 'Delete Return', 'Delete Return']","['ThisAccess', 'FieldRead', 'VariableRead', 'Invocation', 'Invocation', 'Literal', 'BinaryOperator', 'Literal', 'Return', 'Block', 'If', 'Literal', 'Return']","['If', 'Return', 'Return']",GPT Missed Nodes,0.2222222222222222,1.0,0.23076923076923078,0.375,3,0,10
1648,1648,"public void METHOD_1 ( long VAR_1 , boolean VAR_2 ) { VAR_3 . setText ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; VAR_4 . METHOD_3 ( ( VAR_2 ? VAR_5 : VAR_6 ) ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( long VAR_1 , boolean VAR_2 ) { VAR_3 . setText ( TYPE_1 . METHOD_2 ( VAR_1 ) ) ; VAR_4 . METHOD_3 ( ( VAR_2 ? VAR_5 : VAR_6 ) ) ; }",['Delete Invocation'],1885,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1649,1649,"public void METHOD_1 ( long VAR_1 ) { this . VAR_1 = VAR_1 ; if ( VAR_1 != 0 ) { TYPE_1 . METHOD_2 ( time , 0 ) ; } }",public void METHOD_1 ( long VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete FieldRead', 'Delete Literal', 'Delete Invocation', 'Delete Block', 'Delete If']",1886,['Delete Invocation'],"['VariableRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'FieldRead', 'Literal', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.125,1.0,0.1111111111111111,0.19999999999999998,1,0,8
1650,1650,private boolean METHOD_1 ( java.lang.String VAR_1 ) { java.lang.System.out.println ( STRING_1 ) ; return ( VAR_2 . equals ( STRING_2 ) ) || ( VAR_2 . equals ( STRING_3 ) ) ; },private boolean METHOD_1 ( java.lang.String VAR_1 ) { return ( VAR_2 . equals ( STRING_2 ) ) || ( VAR_2 . equals ( STRING_3 ) ) ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",1887,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
1651,1651,public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; TYPE_1 . METHOD_3 ( STRING_1 ) ; },public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",1888,"['Delete Invocation', 'Delete TypeAccess']","['TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",Exact Match,1.0,1.0,0.6666666666666666,0.8,2,0,1
1652,1652,protected java.lang.String METHOD_1 ( java.io.BufferedReader VAR_1 ) throws java.io.IOException { return METHOD_2 ( VAR_1 . METHOD_3 ( ) ) ; },protected java.lang.String METHOD_1 ( java.io.BufferedReader VAR_1 ) throws java.io.IOException { return null ; },"['Insert Literal', 'Delete VariableRead', 'Delete Invocation', 'Delete Invocation']",1889,"['Update Invocation', 'Update Invocation']","['Literal', 'VariableRead', 'Invocation', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,0.0,0.0,0.0,0,2,4
1653,1653,public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 context = VAR_1 . METHOD_2 ( ) ; METHOD_3 ( context ) ; METHOD_4 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 context = VAR_1 . METHOD_2 ( ) ; METHOD_3 ( context ) ; },['Delete Invocation'],1890,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
1654,1654,public static void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . METHOD_2 ( STRING_1 ) ; VAR_1 . METHOD_3 ( ) ; },public static void METHOD_1 ( ) throws java.lang.Exception { VAR_1 . METHOD_2 ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete Invocation']",1892,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1655,1655,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( new TYPE_2 ( ) ) ; VAR_3 . open ( VAR_2 . METHOD_3 ( ) . METHOD_4 ( VAR_4 ) ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( new TYPE_2 ( ) ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",1893,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.16666666666666666,0.2857142857142857,1,0,5
1656,1656,"public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; } VAR_2 . METHOD_3 ( ) ; VAR_3 = new TYPE_1 ( getActivity ( ) , this ) ; VAR_4 . execute ( ) ; }","public void METHOD_1 ( ) { VAR_2 . METHOD_3 ( ) ; VAR_3 = new TYPE_1 ( getActivity ( ) , this ) ; VAR_4 . execute ( ) ; }","['Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",1894,['Delete Invocation'],"['FieldRead', 'Literal', 'BinaryOperator', 'TypeAccess', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.14285714285714285,1.0,0.14285714285714285,0.25,1,0,6
1657,1657,protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_1 ) ; METHOD_3 ( ) ; METHOD_4 ( VAR_2 ) ; METHOD_5 ( VAR_3 ) ; METHOD_6 ( ) ; METHOD_7 ( ) ; METHOD_8 ( ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_3 ( ) ; METHOD_4 ( VAR_2 ) ; METHOD_5 ( VAR_3 ) ; METHOD_6 ( ) ; METHOD_7 ( ) ; METHOD_8 ( ) ; },"['Delete VariableRead', 'Delete Invocation']",1895,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1658,1658,public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 [ ] VAR_2 = VAR_3 ; for ( TYPE_2 VAR_4 : VAR_2 ) { VAR_1 . METHOD_2 ( VAR_4 ) ; } VAR_1 . METHOD_2 ( VAR_5 ) ; VAR_1 . METHOD_2 ( VAR_6 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 [ ] VAR_2 = VAR_3 ; for ( TYPE_2 VAR_4 : VAR_2 ) { VAR_1 . METHOD_2 ( VAR_4 ) ; } },"['Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",1896,"['Delete Invocation', 'Delete Invocation']","['VariableRead', 'TypeAccess', 'Invocation', 'VariableRead', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,2,0,4
1659,1659,"public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String VAR_2 ) { if ( ( this . VAR_3 ) == null ) { VAR_4 . error ( STRING_1 ) ; } else { this . VAR_3 . METHOD_2 ( VAR_1 , VAR_2 , this . VAR_5 ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String VAR_2 ) { if ( ( this . VAR_3 ) == null ) { VAR_4 . error ( STRING_1 ) ; } else { this . VAR_3 . METHOD_2 ( VAR_1 , VAR_2 ) ; } }","['Delete ThisAccess', 'Delete FieldRead']",1897,['Delete VariableRead'],"['ThisAccess', 'FieldRead']",['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
1660,1660,protected synchronized void METHOD_1 ( int state ) { VAR_1 = state ; METHOD_2 ( state ) ; },protected synchronized void METHOD_1 ( int state ) { VAR_1 = state ; },"['Delete VariableRead', 'Delete Invocation']",1898,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
1661,1661,"public void METHOD_1 ( java.lang.String msg ) { VAR_1 . i ( STRING_1 , ( ( ( STRING_2 + ( java.lang.Thread . METHOD_2 ( ) . getId ( ) ) ) + STRING_3 ) + msg ) ) ; }","public void METHOD_1 ( java.lang.String msg ) { VAR_1 . i ( STRING_1 , msg ) ; }","['Move VariableRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete BinaryOperator']",1899,"['Delete Invocation', 'Delete TypeAccess']","['VariableRead', 'FieldRead', 'TypeAccess', 'Invocation', 'Invocation', 'BinaryOperator', 'FieldRead', 'BinaryOperator', 'BinaryOperator']","['Invocation', 'TypeAccess']",GPT Missed Nodes,0.4,1.0,0.2222222222222222,0.3636363636363636,2,0,7
1662,1662,"public void METHOD_1 ( double VAR_1 , double VAR_2 ) { if ( ( METHOD_2 ( ) ) == null ) return ; METHOD_2 ( ) . METHOD_1 ( VAR_1 , VAR_2 ) ; }","public void METHOD_1 ( double VAR_1 , double VAR_2 ) { METHOD_2 ( ) . METHOD_1 ( VAR_1 , VAR_2 ) ; }","['Delete Invocation', 'Delete Literal', 'Delete BinaryOperator', 'Delete Return', 'Delete Block', 'Delete If']",1900,['Delete Return'],"['Invocation', 'Literal', 'BinaryOperator', 'Return', 'Block', 'If']",['Return'],GPT Missed Nodes,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,1,0,5
